folder_name,path,count
Roxy Sloane,D:\Novels Library\Final_all_books\Roxy Sloane,1
Roy Jenkins,D:\Novels Library\Final_all_books\Roy Jenkins,1
Ru Emerson,D:\Novels Library\Final_all_books\Ru Emerson,1
"Ruark, R_","D:\Novels Library\Final_all_books\Ruark, R_",1
Ruby Forrest,D:\Novels Library\Final_all_books\Ruby Forrest,1
"Rothert, Brenda","D:\Novels Library\Final_all_books\Rothert, Brenda",1
Rudolph R. Windsor,D:\Novels Library\Final_all_books\Rudolph R. Windsor,1
"Rush, Morgan","D:\Novels Library\Final_all_books\Rush, Morgan",1
Rudolfo Anaya,D:\Novels Library\Final_all_books\Rudolfo Anaya,1
Russell Brunson,D:\Novels Library\Final_all_books\Russell Brunson,1
Ruth Baker,D:\Novels Library\Final_all_books\Ruth Baker,1
Rupi Kaur,D:\Novels Library\Final_all_books\Rupi Kaur,1
Ruth Langan,D:\Novels Library\Final_all_books\Ruth Langan,1
Russell Banks,D:\Novels Library\Final_all_books\Russell Banks,1
Ruth Silver,D:\Novels Library\Final_all_books\Ruth Silver,1
Ruth Ware,D:\Novels Library\Final_all_books\Ruth Ware,1
"Ruth, Janna","D:\Novels Library\Final_all_books\Ruth, Janna",1
Ryan Cahill,D:\Novels Library\Final_all_books\Ryan Cahill,1
Ryan Chapman,D:\Novels Library\Final_all_books\Ryan Chapman,1
Ryana Hunter,D:\Novels Library\Final_all_books\Ryana Hunter,1
Ryk E. Spoor,D:\Novels Library\Final_all_books\Ryk E. Spoor,1
"Ryerkerk, Margo","D:\Novels Library\Final_all_books\Ryerkerk, Margo",1
Ryan David Ginsberg,D:\Novels Library\Final_all_books\Ryan David Ginsberg,1
"Rylan, Savannah","D:\Novels Library\Final_all_books\Rylan, Savannah",1
"Rylan, Taylor","D:\Novels Library\Final_all_books\Rylan, Taylor",1
S L Morgan,D:\Novels Library\Final_all_books\S L Morgan,1
S Quinn,D:\Novels Library\Final_all_books\S Quinn,1
S A Ison,D:\Novels Library\Final_all_books\S A Ison,1
S. E. Wendel,D:\Novels Library\Final_all_books\S. E. Wendel,1
S. G. Prince,D:\Novels Library\Final_all_books\S. G. Prince,1
S. Hati,D:\Novels Library\Final_all_books\S. Hati,1
S. J. Bolton,D:\Novels Library\Final_all_books\S. J. Bolton,1
S. J. Parris,D:\Novels Library\Final_all_books\S. J. Parris,1
S. Jae-Jones,D:\Novels Library\Final_all_books\S. Jae-Jones,1
S. K. Ali,D:\Novels Library\Final_all_books\S. K. Ali,1
S. K. Gregory,D:\Novels Library\Final_all_books\S. K. Gregory,1
S. L. Abbott,D:\Novels Library\Final_all_books\S. L. Abbott,1
S. J. Watson,D:\Novels Library\Final_all_books\S. J. Watson,1
S. Mandel Joseph,D:\Novels Library\Final_all_books\S. Mandel Joseph,1
S. Quinn,D:\Novels Library\Final_all_books\S. Quinn,1
S. T. Branton,D:\Novels Library\Final_all_books\S. T. Branton,1
S.A. Ashburne,D:\Novels Library\Final_all_books\S.A. Ashburne,1
S.A. Jones,D:\Novels Library\Final_all_books\S.A. Jones,1
S.E Alexander,D:\Novels Library\Final_all_books\S.E Alexander,1
S.J. Morden,D:\Novels Library\Final_all_books\S.J. Morden,1
S.J. Hartland,D:\Novels Library\Final_all_books\S.J. Hartland,1
S.J. Morgan,D:\Novels Library\Final_all_books\S.J. Morgan,1
S.M. Blooding,D:\Novels Library\Final_all_books\S.M. Blooding,1
S.L. Mason,D:\Novels Library\Final_all_books\S.L. Mason,1
S.P. Sipal,D:\Novels Library\Final_all_books\S.P. Sipal,1
S.J. Pierce,D:\Novels Library\Final_all_books\S.J. Pierce,1
S.S. Richards,D:\Novels Library\Final_all_books\S.S. Richards,1
"Sabian, Samantha","D:\Novels Library\Final_all_books\Sabian, Samantha",1
"Sable, Lillian","D:\Novels Library\Final_all_books\Sable, Lillian",1
Sabrina Jeffries,D:\Novels Library\Final_all_books\Sabrina Jeffries,1
Sacha Black,D:\Novels Library\Final_all_books\Sacha Black,1
Sadie Sins,D:\Novels Library\Final_all_books\Sadie Sins,1
Saffron Bryant,D:\Novels Library\Final_all_books\Saffron Bryant,1
Sage RelleAnne,D:\Novels Library\Final_all_books\Sage RelleAnne,1
Saifedean Ammous,D:\Novels Library\Final_all_books\Saifedean Ammous,1
Sally Bedell Smith,D:\Novels Library\Final_all_books\Sally Bedell Smith,1
Sally Carr,D:\Novels Library\Final_all_books\Sally Carr,1
Saint or Sinner,D:\Novels Library\Final_all_books\Saint or Sinner,1
Sally Rigby,D:\Novels Library\Final_all_books\Sally Rigby,1
Sally Rooney,D:\Novels Library\Final_all_books\Sally Rooney,1
Sally Jacobs,D:\Novels Library\Final_all_books\Sally Jacobs,1
Sam E. Kraemer,D:\Novels Library\Final_all_books\Sam E. Kraemer,1
Sam Graham-Felsen,D:\Novels Library\Final_all_books\Sam Graham-Felsen,1
Sam J Fires,D:\Novels Library\Final_all_books\Sam J Fires,1
Sam J. Miller,D:\Novels Library\Final_all_books\Sam J. Miller,1
Sam McAuley,D:\Novels Library\Final_all_books\Sam McAuley,1
Sam Sisavath,D:\Novels Library\Final_all_books\Sam Sisavath,1
Sam Steiner,D:\Novels Library\Final_all_books\Sam Steiner,1
Samantha Allard,D:\Novels Library\Final_all_books\Samantha Allard,1
Sahara Foley,D:\Novels Library\Final_all_books\Sahara Foley,1
Sam Hawke,D:\Novels Library\Final_all_books\Sam Hawke,1
Sam's Story,D:\Novels Library\Final_all_books\Sam's Story,1
Samantha Henderson,D:\Novels Library\Final_all_books\Samantha Henderson,1
Samantha King,D:\Novels Library\Final_all_books\Samantha King,1
Samantha Larsen,D:\Novels Library\Final_all_books\Samantha Larsen,1
Samantha Snow,D:\Novels Library\Final_all_books\Samantha Snow,1
Samantha Woods Starkey,D:\Novels Library\Final_all_books\Samantha Woods Starkey,1
Samantha MacLeod,D:\Novels Library\Final_all_books\Samantha MacLeod,1
Sami Valentine,D:\Novels Library\Final_all_books\Sami Valentine,1
Samuel Stokes,D:\Novels Library\Final_all_books\Samuel Stokes,1
Samanthe Beck,D:\Novels Library\Final_all_books\Samanthe Beck,1
Sammi Cee,D:\Novels Library\Final_all_books\Sammi Cee,1
Sandie Jones,D:\Novels Library\Final_all_books\Sandie Jones,1
Sandhya Menon,D:\Novels Library\Final_all_books\Sandhya Menon,1
Sandra Brown,D:\Novels Library\Final_all_books\Sandra Brown,1
Sandra Barret,D:\Novels Library\Final_all_books\Sandra Barret,1
Sandra Nikolai,D:\Novels Library\Final_all_books\Sandra Nikolai,1
Sandra Noah,D:\Novels Library\Final_all_books\Sandra Noah,1
Sanjena Sathian,D:\Novels Library\Final_all_books\Sanjena Sathian,1
"Sapkowski, Andrzej","D:\Novels Library\Final_all_books\Sapkowski, Andrzej",1
Santiago Posteguillo,D:\Novels Library\Final_all_books\Santiago Posteguillo,1
Sara B. Larson,D:\Novels Library\Final_all_books\Sara B. Larson,1
Sara Biren,D:\Novels Library\Final_all_books\Sara Biren,1
Sara C Roethle,D:\Novels Library\Final_all_books\Sara C Roethle,1
Sara Fields,D:\Novels Library\Final_all_books\Sara Fields,1
Sara Ney,D:\Novels Library\Final_all_books\Sara Ney,1
Sara Pascoe,D:\Novels Library\Final_all_books\Sara Pascoe,1
Sara Ryan,D:\Novels Library\Final_all_books\Sara Ryan,1
Sara Wolf,D:\Novels Library\Final_all_books\Sara Wolf,1
Sarah A Vogler,D:\Novels Library\Final_all_books\Sarah A Vogler,1
Sara Jane Stone,D:\Novels Library\Final_all_books\Sara Jane Stone,1
Sarah Anderson,D:\Novels Library\Final_all_books\Sarah Anderson,1
Sarah A. Denzil,D:\Novels Library\Final_all_books\Sarah A. Denzil,1
Sarah Ashlyn,D:\Novels Library\Final_all_books\Sarah Ashlyn,1
Sarah Dalton,D:\Novels Library\Final_all_books\Sarah Dalton,1
Sarah Blake,D:\Novels Library\Final_all_books\Sarah Blake,1
Sarah Everett,D:\Novels Library\Final_all_books\Sarah Everett,1
Sarah Elliott,D:\Novels Library\Final_all_books\Sarah Elliott,1
Sarah G. Byrd,D:\Novels Library\Final_all_books\Sarah G. Byrd,1
Sarah Gerard,D:\Novels Library\Final_all_books\Sarah Gerard,1
Sarah Daniels,D:\Novels Library\Final_all_books\Sarah Daniels,1
Sarah Holland,D:\Novels Library\Final_all_books\Sarah Holland,1
Sarah Govett,D:\Novels Library\Final_all_books\Sarah Govett,1
Sarah K. L. Wilson,D:\Novels Library\Final_all_books\Sarah K. L. Wilson,1
Sarah Lariviere,D:\Novels Library\Final_all_books\Sarah Lariviere,1
Sarah M. Cradit,D:\Novels Library\Final_all_books\Sarah M. Cradit,1
Sarah Marshall,D:\Novels Library\Final_all_books\Sarah Marshall,1
Sarah M. Eden,D:\Novels Library\Final_all_books\Sarah M. Eden,1
Sarah Pinsker,D:\Novels Library\Final_all_books\Sarah Pinsker,1
Sarah Piper,D:\Novels Library\Final_all_books\Sarah Piper,1
Sarah Penner,D:\Novels Library\Final_all_books\Sarah Penner,1
Sarah Underwood,D:\Novels Library\Final_all_books\Sarah Underwood,1
Sarah Woodbury,D:\Novels Library\Final_all_books\Sarah Woodbury,1
Sariah Wilson,D:\Novels Library\Final_all_books\Sariah Wilson,1
Sarina Langer,D:\Novels Library\Final_all_books\Sarina Langer,1
Sasha Leone,D:\Novels Library\Final_all_books\Sasha Leone,1
Sasha Nanua,D:\Novels Library\Final_all_books\Sasha Nanua,1
Saul Tanpepper,D:\Novels Library\Final_all_books\Saul Tanpepper,1
"Savage, Vivienne","D:\Novels Library\Final_all_books\Savage, Vivienne",1
Satomi Ikezawa,D:\Novels Library\Final_all_books\Satomi Ikezawa,1
Saul W. Tanpepper,D:\Novels Library\Final_all_books\Saul W. Tanpepper,1
Saya Lopez Ortega,D:\Novels Library\Final_all_books\Saya Lopez Ortega,1
Savannah Brown,D:\Novels Library\Final_all_books\Savannah Brown,1
Scandalous Seduction,D:\Novels Library\Final_all_books\Scandalous Seduction,1
Scare Street,D:\Novels Library\Final_all_books\Scare Street,1
Scarlet Wilson,D:\Novels Library\Final_all_books\Scarlet Wilson,1
Sayaka Murata,D:\Novels Library\Final_all_books\Sayaka Murata,1
Scarlett Grove,D:\Novels Library\Final_all_books\Scarlett Grove,1
"Schilling, Dan; Longfritz, Lori","D:\Novels Library\Final_all_books\Schilling, Dan; Longfritz, Lori",1
"Schoen, Lawrence M_","D:\Novels Library\Final_all_books\Schoen, Lawrence M_",1
"Schrad, Mark Lawrence","D:\Novels Library\Final_all_books\Schrad, Mark Lawrence",1
"Schreiber, Joe","D:\Novels Library\Final_all_books\Schreiber, Joe",1
Scott Allan,D:\Novels Library\Final_all_books\Scott Allan,1
Scott Blade,D:\Novels Library\Final_all_books\Scott Blade,1
Scott Connor,D:\Novels Library\Final_all_books\Scott Connor,1
Scott Claringbold,D:\Novels Library\Final_all_books\Scott Claringbold,1
Scarlett West,D:\Novels Library\Final_all_books\Scarlett West,1
Scott J Holliday,D:\Novels Library\Final_all_books\Scott J Holliday,1
Scott Mariani,D:\Novels Library\Final_all_books\Scott Mariani,1
Scott O'Dell,D:\Novels Library\Final_all_books\Scott O'Dell,1
Scott Pratt,D:\Novels Library\Final_all_books\Scott Pratt,1
Scott Reintgen,D:\Novels Library\Final_all_books\Scott Reintgen,1
Scott Weiland,D:\Novels Library\Final_all_books\Scott Weiland,1
"Scott, Ann Marie","D:\Novels Library\Final_all_books\Scott, Ann Marie",1
"SCOTT, BRONWYN","D:\Novels Library\Final_all_books\SCOTT, BRONWYN",1
"Scott, S.J_","D:\Novels Library\Final_all_books\Scott, S.J_",1
Sean Bela,D:\Novels Library\Final_all_books\Sean Bela,1
"Schultz, Joynell","D:\Novels Library\Final_all_books\Schultz, Joynell",1
Sean Adams,D:\Novels Library\Final_all_books\Sean Adams,1
"Scott, Kylie","D:\Novels Library\Final_all_books\Scott, Kylie",1
Sean Robins,D:\Novels Library\Final_all_books\Sean Robins,1
Sean Egan,D:\Novels Library\Final_all_books\Sean Egan,1
Sean Hayes,D:\Novels Library\Final_all_books\Sean Hayes,1
Sebastian Faulks,D:\Novels Library\Final_all_books\Sebastian Faulks,1
Sebastian Junger,D:\Novels Library\Final_all_books\Sebastian Junger,1
Sean Stone Narrated Byhannibal Hill,D:\Novels Library\Final_all_books\Sean Stone Narrated Byhannibal Hill,1
Selena Scott,D:\Novels Library\Final_all_books\Selena Scott,1
Sedona Venez,D:\Novels Library\Final_all_books\Sedona Venez,1
Senator Bernie Sanders,D:\Novels Library\Final_all_books\Senator Bernie Sanders,1
"Sedaris, David","D:\Novels Library\Final_all_books\Sedaris, David",1
Serena Bell,D:\Novels Library\Final_all_books\Serena Bell,1
Serena Lindahl,D:\Novels Library\Final_all_books\Serena Lindahl,1
Serena Nova,D:\Novels Library\Final_all_books\Serena Nova,1
Serena Simpson,D:\Novels Library\Final_all_books\Serena Simpson,1
Serenity Ackles,D:\Novels Library\Final_all_books\Serenity Ackles,1
Serenity Blum,D:\Novels Library\Final_all_books\Serenity Blum,1
Serenity Whyte,D:\Novels Library\Final_all_books\Serenity Whyte,1
Serena Valentino,D:\Novels Library\Final_all_books\Serena Valentino,1
Sergio Cobo,D:\Novels Library\Final_all_books\Sergio Cobo,1
Serhii Plokhy,D:\Novels Library\Final_all_books\Serhii Plokhy,1
Seth Eden,D:\Novels Library\Final_all_books\Seth Eden,1
Shana Figueroa,D:\Novels Library\Final_all_books\Shana Figueroa,1
Shane Shepherd,D:\Novels Library\Final_all_books\Shane Shepherd,1
Shanna Bosarge,D:\Novels Library\Final_all_books\Shanna Bosarge,1
Shannon Hale,D:\Novels Library\Final_all_books\Shannon Hale,1
Shannon McDermott,D:\Novels Library\Final_all_books\Shannon McDermott,1
Shari L. Tapscott,D:\Novels Library\Final_all_books\Shari L. Tapscott,1
Shannon Stacey,D:\Novels Library\Final_all_books\Shannon Stacey,1
Shari Lapena,D:\Novels Library\Final_all_books\Shari Lapena,1
Sharon Bolton,D:\Novels Library\Final_all_books\Sharon Bolton,1
Sharon Hamilton,D:\Novels Library\Final_all_books\Sharon Hamilton,1
Sharon Ihle,D:\Novels Library\Final_all_books\Sharon Ihle,1
Sharon Kendrick - The Greek's Marr,D:\Novels Library\Final_all_books\Sharon Kendrick - The Greek's Marr,1
Sharon McMahon,D:\Novels Library\Final_all_books\Sharon McMahon,1
"Sharpe, Courtney","D:\Novels Library\Final_all_books\Sharpe, Courtney",1
Sharon Sala,D:\Novels Library\Final_all_books\Sharon Sala,1
Shaun Attwood,D:\Novels Library\Final_all_books\Shaun Attwood,1
Shauna Granger,D:\Novels Library\Final_all_books\Shauna Granger,1
Shauna Kelley,D:\Novels Library\Final_all_books\Shauna Kelley,1
Shaun David Hutchinson,D:\Novels Library\Final_all_books\Shaun David Hutchinson,1
Shawn Speakman,D:\Novels Library\Final_all_books\Shawn Speakman,1
Shay Savage,D:\Novels Library\Final_all_books\Shay Savage,1
"Shea, K. M_","D:\Novels Library\Final_all_books\Shea, K. M_",1
Sheila Horgan,D:\Novels Library\Final_all_books\Sheila Horgan,1
Sheila Roberts,D:\Novels Library\Final_all_books\Sheila Roberts,1
Shelby Mahurin,D:\Novels Library\Final_all_books\Shelby Mahurin,1
Shelby Manuel,D:\Novels Library\Final_all_books\Shelby Manuel,1
Shelley Shepard Gray,D:\Novels Library\Final_all_books\Shelley Shepard Gray,1
Shelley Wilson,D:\Novels Library\Final_all_books\Shelley Wilson,1
Shelley Sackier,D:\Novels Library\Final_all_books\Shelley Sackier,1
Shemer Kuznits,D:\Novels Library\Final_all_books\Shemer Kuznits,1
"Shen, L.J_","D:\Novels Library\Final_all_books\Shen, L.J_",1
Shelly Laurenston,D:\Novels Library\Final_all_books\Shelly Laurenston,1
"Shen, LJ","D:\Novels Library\Final_all_books\Shen, LJ",1
"Shepherd, Shane","D:\Novels Library\Final_all_books\Shepherd, Shane",1
Sheri Richey,D:\Novels Library\Final_all_books\Sheri Richey,1
Sherilee Gray,D:\Novels Library\Final_all_books\Sherilee Gray,1
"Sheridan, Mia","D:\Novels Library\Final_all_books\Sheridan, Mia",1
Sherman Alexie,D:\Novels Library\Final_all_books\Sherman Alexie,1
Sherrie Lea Morgan,D:\Novels Library\Final_all_books\Sherrie Lea Morgan,1
"Shillolo, Anne","D:\Novels Library\Final_all_books\Shillolo, Anne",1
Shilpi Somaya Gowda,D:\Novels Library\Final_all_books\Shilpi Somaya Gowda,1
Shirley Jackson,D:\Novels Library\Final_all_books\Shirley Jackson,1
Shirley Rogerson,D:\Novels Library\Final_all_books\Shirley Rogerson,1
Shonda Rhimes,D:\Novels Library\Final_all_books\Shonda Rhimes,1
Shoshanna Evers,D:\Novels Library\Final_all_books\Shoshanna Evers,1
"Shupert, Derek","D:\Novels Library\Final_all_books\Shupert, Derek",1
Sibel Hodge,D:\Novels Library\Final_all_books\Sibel Hodge,1
"Sidebottom, D H","D:\Novels Library\Final_all_books\Sidebottom, D H",1
"Sidney, Sheldon","D:\Novels Library\Final_all_books\Sidney, Sheldon",1
SIENNA ROSEWOOD,D:\Novels Library\Final_all_books\SIENNA ROSEWOOD,1
Sierra Crane Murdoch,D:\Novels Library\Final_all_books\Sierra Crane Murdoch,1
Sierra DeMulder,D:\Novels Library\Final_all_books\Sierra DeMulder,1
Silent Knight,D:\Novels Library\Final_all_books\Silent Knight,1
Sigmund Freud,D:\Novels Library\Final_all_books\Sigmund Freud,1
Simon Jacobs,D:\Novels Library\Final_all_books\Simon Jacobs,1
Simon Clark,D:\Novels Library\Final_all_books\Simon Clark,1
Simon McCleave,D:\Novels Library\Final_all_books\Simon McCleave,1
Simone Gorrindo,D:\Novels Library\Final_all_books\Simone Gorrindo,1
Sierra S_____,D:\Novels Library\Final_all_books\Sierra S_____,1
Simon Turney,D:\Novels Library\Final_all_books\Simon Turney,1
"Simons, Paullina","D:\Novels Library\Final_all_books\Simons, Paullina",1
"Sinclair, Vonda","D:\Novels Library\Final_all_books\Sinclair, Vonda",1
"Singh Sasson, Sophia","D:\Novels Library\Final_all_books\Singh Sasson, Sophia",1
"Singh, Nalini, Andrews, Ilona","D:\Novels Library\Final_all_books\Singh, Nalini, Andrews, Ilona",1
Siobhan Fallon,D:\Novels Library\Final_all_books\Siobhan Fallon,1
Sir Alex Ferguson,D:\Novels Library\Final_all_books\Sir Alex Ferguson,1
Sir Arthur Conan Doyle,D:\Novels Library\Final_all_books\Sir Arthur Conan Doyle,1
"Sinisi, Kyle;","D:\Novels Library\Final_all_books\Sinisi, Kyle;",1
Sky Corgan,D:\Novels Library\Final_all_books\Sky Corgan,1
Sita Brahmachari,D:\Novels Library\Final_all_books\Sita Brahmachari,1
Sir Richard Burton,D:\Novels Library\Final_all_books\Sir Richard Burton,1
"Skye, Aurelia","D:\Novels Library\Final_all_books\Skye, Aurelia",1
"Slaughter, Karin","D:\Novels Library\Final_all_books\Slaughter, Karin",1
Sloane Crosley,D:\Novels Library\Final_all_books\Sloane Crosley,1
"Sloan, Holly Goldberg","D:\Novels Library\Final_all_books\Sloan, Holly Goldberg",1
"Sloss, Marcus","D:\Novels Library\Final_all_books\Sloss, Marcus",1
SM Reine,D:\Novels Library\Final_all_books\SM Reine,1
small town fireman,D:\Novels Library\Final_all_books\small town fireman,1
Skyward (6Nov2018),D:\Novels Library\Final_all_books\Skyward (6Nov2018),1
"Smith, Dale Ivan","D:\Novels Library\Final_all_books\Smith, Dale Ivan",1
"Slaton, Derek","D:\Novels Library\Final_all_books\Slaton, Derek",1
"Smith, Nicholas Sansbury","D:\Novels Library\Final_all_books\Smith, Nicholas Sansbury",1
"Smith, S.E_","D:\Novels Library\Final_all_books\Smith, S.E_",1
"Snow, Jennifer","D:\Novels Library\Final_all_books\Snow, Jennifer",1
"Snowden, Edward","D:\Novels Library\Final_all_books\Snowden, Edward",1
Sofia Finn,D:\Novels Library\Final_all_books\Sofia Finn,1
Society's Most Disreputable Gentle,D:\Novels Library\Final_all_books\Society's Most Disreputable Gentle,1
Solomon Carter,D:\Novels Library\Final_all_books\Solomon Carter,1
Solomon Northup,D:\Novels Library\Final_all_books\Solomon Northup,1
"Solomon, Kamery","D:\Novels Library\Final_all_books\Solomon, Kamery",1
Sofiya Pasternack,D:\Novels Library\Final_all_books\Sofiya Pasternack,1
Somerset Maugham,D:\Novels Library\Final_all_books\Somerset Maugham,1
Sonali Dev,D:\Novels Library\Final_all_books\Sonali Dev,1
Sonia Purnell,D:\Novels Library\Final_all_books\Sonia Purnell,1
Sophia Crane,D:\Novels Library\Final_all_books\Sophia Crane,1
Sophia Stone,D:\Novels Library\Final_all_books\Sophia Stone,1
Sophia Vahdati,D:\Novels Library\Final_all_books\Sophia Vahdati,1
Sophie Irwin,D:\Novels Library\Final_all_books\Sophie Irwin,1
Sophie Kinsella,D:\Novels Library\Final_all_books\Sophie Kinsella,1
Sophie Lark,D:\Novels Library\Final_all_books\Sophie Lark,1
Sophocles,D:\Novels Library\Final_all_books\Sophocles,1
Smooch Papandreas,D:\Novels Library\Final_all_books\Smooch Papandreas,1
Sorita d'Este,D:\Novels Library\Final_all_books\Sorita d'Este,1
Soraya Lane,D:\Novels Library\Final_all_books\Soraya Lane,1
Soyoung Park,D:\Novels Library\Final_all_books\Soyoung Park,1
Speedy Publishing,D:\Novels Library\Final_all_books\Speedy Publishing,1
Spencer Baum,D:\Novels Library\Final_all_books\Spencer Baum,1
"Southwick, Teresa","D:\Novels Library\Final_all_books\Southwick, Teresa",1
SRINIVAS REDDY,D:\Novels Library\Final_all_books\SRINIVAS REDDY,1
"St. Claire, Roxanne","D:\Novels Library\Final_all_books\St. Claire, Roxanne",1
"St. Denis, Daire","D:\Novels Library\Final_all_books\St. Denis, Daire",1
"St. John, Cheryl","D:\Novels Library\Final_all_books\St. John, Cheryl",1
Spencer Johnson M.D_,D:\Novels Library\Final_all_books\Spencer Johnson M.D_,1
"Spotswood, Jessica","D:\Novels Library\Final_all_books\Spotswood, Jessica",1
"St.John, Cheryl","D:\Novels Library\Final_all_books\St.John, Cheryl",1
"St. James,Jeanne","D:\Novels Library\Final_all_books\St. James,Jeanne",1
Stacy Schiff,D:\Novels Library\Final_all_books\Stacy Schiff,1
Stacy Willingham,D:\Novels Library\Final_all_books\Stacy Willingham,1
"Stark, Cindy","D:\Novels Library\Final_all_books\Stark, Cindy",1
Stasia Black,D:\Novels Library\Final_all_books\Stasia Black,1
"Steele, Jessica","D:\Novels Library\Final_all_books\Steele, Jessica",1
"STEELE, Jessica Part 1","D:\Novels Library\Final_all_books\STEELE, Jessica Part 1",1
Stefan Lear,D:\Novels Library\Final_all_books\Stefan Lear,1
Stasia Green,D:\Novels Library\Final_all_books\Stasia Green,1
Stefanie Zweig,D:\Novels Library\Final_all_books\Stefanie Zweig,1
"Steel, Danielle","D:\Novels Library\Final_all_books\Steel, Danielle",1
"Steiner, Kandi","D:\Novels Library\Final_all_books\Steiner, Kandi",1
Stefan Merrill Block,D:\Novels Library\Final_all_books\Stefan Merrill Block,1
Stella Dorn,D:\Novels Library\Final_all_books\Stella Dorn,1
Stella Fitzsimons,D:\Novels Library\Final_all_books\Stella Fitzsimons,1
Stella Gemmell,D:\Novels Library\Final_all_books\Stella Gemmell,1
Stefanie Gaither,D:\Novels Library\Final_all_books\Stefanie Gaither,1
Steph Broadribb,D:\Novels Library\Final_all_books\Steph Broadribb,1
Stephanie Ayers,D:\Novels Library\Final_all_books\Stephanie Ayers,1
Stephanie Erickson,D:\Novels Library\Final_all_books\Stephanie Erickson,1
Stephanie Fazio,D:\Novels Library\Final_all_books\Stephanie Fazio,1
Stephanie Feldman,D:\Novels Library\Final_all_books\Stephanie Feldman,1
Stephanie Land,D:\Novels Library\Final_all_books\Stephanie Land,1
Stephanie Laurens,D:\Novels Library\Final_all_books\Stephanie Laurens,1
Stephanie M Freeman,D:\Novels Library\Final_all_books\Stephanie M Freeman,1
Stephanie Marie Thornton,D:\Novels Library\Final_all_books\Stephanie Marie Thornton,1
"Steffan, R. A_","D:\Novels Library\Final_all_books\Steffan, R. A_",1
Stephanie Perkins,D:\Novels Library\Final_all_books\Stephanie Perkins,1
Stephanie Spinner,D:\Novels Library\Final_all_books\Stephanie Spinner,1
Stephanie St. Klaire,D:\Novels Library\Final_all_books\Stephanie St. Klaire,1
Stephanie Damore,D:\Novels Library\Final_all_books\Stephanie Damore,1
Stephen Bly,D:\Novels Library\Final_all_books\Stephen Bly,1
Stephen Booth,D:\Novels Library\Final_all_books\Stephen Booth,1
Stephen Cosgrove,D:\Novels Library\Final_all_books\Stephen Cosgrove,1
Stephen Dobyns,D:\Novels Library\Final_all_books\Stephen Dobyns,1
Stephen Elliott,D:\Novels Library\Final_all_books\Stephen Elliott,1
Stephen D. King,D:\Novels Library\Final_all_books\Stephen D. King,1
Stephen H. Provost,D:\Novels Library\Final_all_books\Stephen H. Provost,1
Stephen Lawhead,D:\Novels Library\Final_all_books\Stephen Lawhead,1
Steve Berry,D:\Novels Library\Final_all_books\Steve Berry,1
Stephen Krensky,D:\Novels Library\Final_all_books\Stephen Krensky,1
Stephen Hawking,D:\Novels Library\Final_all_books\Stephen Hawking,1
Steve Feasey,D:\Novels Library\Final_all_books\Steve Feasey,1
Steve Gilmore,D:\Novels Library\Final_all_books\Steve Gilmore,1
Steve Harvey,D:\Novels Library\Final_all_books\Steve Harvey,1
Steve P. Vincent,D:\Novels Library\Final_all_books\Steve P. Vincent,1
Steve Rasnic Tem,D:\Novels Library\Final_all_books\Steve Rasnic Tem,1
Steven J. Higgs,D:\Novels Library\Final_all_books\Steven J. Higgs,1
Steven M. Gillon,D:\Novels Library\Final_all_books\Steven M. Gillon,1
Steve Biko,D:\Novels Library\Final_all_books\Steve Biko,1
Steven Piziks,D:\Novels Library\Final_all_books\Steven Piziks,1
Steven Rowley,D:\Novels Library\Final_all_books\Steven Rowley,1
Steven Smithen,D:\Novels Library\Final_all_books\Steven Smithen,1
"Stevens, Camilla","D:\Novels Library\Final_all_books\Stevens, Camilla",1
"Stevens, E.J_","D:\Novels Library\Final_all_books\Stevens, E.J_",1
"Stevens, Erica","D:\Novels Library\Final_all_books\Stevens, Erica",1
"Stevenson, Benjamin","D:\Novels Library\Final_all_books\Stevenson, Benjamin",1
"Stewart, Rebecca Anne","D:\Novels Library\Final_all_books\Stewart, Rebecca Anne",1
"Stewart, A J","D:\Novels Library\Final_all_books\Stewart, A J",1
"Stine, R.L_","D:\Novels Library\Final_all_books\Stine, R.L_",1
"Stoddard Hancock, L_","D:\Novels Library\Final_all_books\Stoddard Hancock, L_",1
"Stone , Sophia","D:\Novels Library\Final_all_books\Stone , Sophia",1
Stone Barns Center for Food,D:\Novels Library\Final_all_books\Stone Barns Center for Food,1
"Stone, Brad","D:\Novels Library\Final_all_books\Stone, Brad",1
Stormie,D:\Novels Library\Final_all_books\Stormie,1
"Stone, Noelle","D:\Novels Library\Final_all_books\Stone, Noelle",1
Stewart C Baker,D:\Novels Library\Final_all_books\Stewart C Baker,1
"Stienstra, Lauren","D:\Novels Library\Final_all_books\Stienstra, Lauren",1
Struan Murray,D:\Novels Library\Final_all_books\Struan Murray,1
Su J Sokol,D:\Novels Library\Final_all_books\Su J Sokol,1
Sue Mercury,D:\Novels Library\Final_all_books\Sue Mercury,1
"Summers, Autumn","D:\Novels Library\Final_all_books\Summers, Autumn",1
Sun Tzu,D:\Novels Library\Final_all_books\Sun Tzu,1
Sunbird,D:\Novels Library\Final_all_books\Sunbird,1
Sung-il Kim,D:\Novels Library\Final_all_books\Sung-il Kim,1
Sue Fortin,D:\Novels Library\Final_all_books\Sue Fortin,1
Sunshine Taylor Reddick,D:\Novels Library\Final_all_books\Sunshine Taylor Reddick,1
Susan C. Wilson,D:\Novels Library\Final_all_books\Susan C. Wilson,1
